context	ru	de	en	es	fr	it	ja	ko	zh_Hans	zh_Hant
hub1_ramen_1_41	Свернете сюда и окажетесь в банях, шикарное место для отдыха.	Biegst du hier ab, kommst du zu den Bädern, ein schicker Ort zum Entspannen.	Turn here and you'll be at the bathhouse, a great place to relax.	Si giráis por aquí, llegaréis a los baños, un lugar estupendo para relajarse.	Tournez ici et vous serez aux bains, un endroit magnifique pour se détendre.	Girate qui e vi ritroverete ai bagni, un posto fantastico per rilassarsi.	ここを曲がれば銭湯だ、くつろげるぜ。	여기로 꺾으면 목욕탕이 나오는데, 휴식하기 딱 좋은 곳이야.	从这儿拐弯就是澡堂，放松的好地方。	從這裡轉彎，你就會到澡堂了，那裡是個放鬆的好地方。
hub1_ramen_1_42	Тут будет лавка травника,	Hier ist der Kräuterladen,	There'll be a herbalist's shop here,	Aquí estará la tienda del herbolario,	Ici, il y aura la boutique de l’herboriste,	Qui ci sarà la bottega dell'erborista,	ここが薬草屋で、	여긴 약초상이 있고,	这儿是草药铺，	這裡會有個藥草店，
hub1_ramen_1_43	а тут барахолка.	und hier der Trödelladen.	and a junk shop here.	y aquí el mercadillo.	et là, le marché aux puces	e qui un mercatino delle pulci.	ここが骨董屋だ。	여긴 잡화점이야.	那边是旧货市场。	這裡則是跳蚤市場。
hub1_ramen_1_44	А прямо над нами находится чайный домик.	Und direkt über uns ist das Teehaus.	And right above us is the tea house.	Y justo encima de nosotros está la casa de té.	Et juste au-dessus de nous se trouve la maison de thé	E proprio sopra di noi c'è la casa da tè.	真上には茶屋がある。	그리고 우리 바로 위에는 찻집이 있어.	正上方就是茶屋。	茶館就在我們正上方。
hub1_ramen_1_45	Если запутаетесь, изучите нашу карту.	Wenn du dich verirrst, schau auf unsere Karte.	If you get lost, check our map.	Si os perdéis, consultad nuestro mapa.	Si vous êtes perdu, consultez notre carte	Se vi perdete, consultate la nostra mappa.	迷ったら地図を見ろ。	길을 잃으면 우리 지도를 보면 돼.	要是迷路了，就看看我们的地图。	如果你迷路了，就看看我們的地圖吧。
hub1_ramen_1_46	Ясно, погнали.	Klar, los geht's.	Got it, let's go.	Vale, vamos.	Clair, allons-y	Chiaro, andiamo.	わかった、行くぜ。	알겠어, 가자.	明白，走吧。	知道了，走吧。
hub1_fisherman_quest_1_1	Вот что еще вспомнил…	Mir fällt da noch was ein …	Oh, I just remembered something else…	Ah, y otra cosa que recordé…	Ah, et j’ai aussi pensé à…	Ah, un'altra cosa che mi è venuta in mente…	もう一つ思い出した…	아, 하나 더 생각났는데…	对了，还有件事……	我又想起一件事……
hub1_fisherman_quest_1_2	Может сделаете для меня кое-чего, молодежь?	Könntet ihr mir einen Gefallen tun, junge Leute?	Maybe you young'uns can do somethin' for me?	¿Podríais hacerme un favor, jovenzuelos?	Vous ne pourriez pas me rendre un service, les jeunes ?	Potreste farmi un favore, giovanotti?	若い衆、わしのために一つ頼みを聞いてくれんか？	나 좀 도와줄래, 젊은이들?	年轻人，能帮我个忙吗？	年輕人，能幫我做點事嗎？
hub1_fisherman_quest_1_3	А то мне самому лень.	Ich bin zu faul dazu.	I'm too lazy to do it myself.	Es que me da pereza.	J'ai la flemme de le faire moi-même.	Sono troppo pigro per farlo da solo.	自分で行くのは面倒でな。	내가 직접 하기엔 귀찮아서 말이야.	我自己懒得去。	我自己懶得動。
hub1_fisherman_quest_1_4	Вам по пути!	Es ist auf eurem Weg!	It's on your way!	¡Os pilla de camino!	C'est sur votre chemin !	È sulla vostra strada!	ついでだしな！	가는 길에 딱이잖아!	你们顺路！	反正你們順路！
hub1_fisherman_quest_1_5	Ладно, что нужно?	Na gut, was braucht ihr?	Alright, what do you need?	Vale, ¿qué necesitas?	Bon, qu'est-ce qu'il faut ?	Va bene, cosa ti serve?	わかった、何だ？	좋아, 뭘 하면 돼?	好吧，要什么？	好吧，需要什麼？
hub1_fisherman_quest_1_6	Заберите у рыбака на пристани нефритового угря…	Holt den Jadeaal vom Fischer am Kai…	Get a jade eel from the fisherman at the pier…	Cogedle al pescador del muelle una anguila de jade…	Allez chercher une anguille de jade auprès du pêcheur sur le quai…	Prendete l'anguilla di giada dal pescatore al molo…	桟橋の漁師から翡翠のウナギをもらってきて…	부두에 있는 어부한테서 옥 같은 장어 좀 가져와…	去码头找渔民要条玉鳗来……	去碼頭找漁夫拿玉鰻……
hub1_fisherman_quest_1_7	Приготовлю божественный рамен!	Ich koche göttlichen Ramen!	I'll make divine ramen!	¡Prepararé un ramen divino!	Je préparerai un ramen divin !	Preparerò un ramen divino!	神々しいラーメンを作るぞ！	신선한 라멘을 만들어 주지!	我给你们做碗神仙拉面！	我會做出一碗神級拉麵！
hub1_fisherman_quest_1_8	Всего-то? Да без проблем.	Das ist alles? Kein Problem.	That's all? No problem.	¿Solo eso? Sin problema.	C'est tout ? Pas de problème.	Tutto qui? Nessun problema.	それだけか？ 問題ないぜ。	그거 뿐이야? 문제없어.	就这？小意思。	就這？沒問題。
hub1_fisherman_quest_1_9	Сейчас вообще не до того, извини.	Gerade keine Zeit dafür, tut mir leid.	Got no time for that right now, sorry	Ahora mismo no puedo, lo siento.	Je n'ai pas le temps pour ça, désolé	Ora non posso proprio, scusa.	今はそれどころじゃない、悪い。	지금은 그럴 상황이 아니야, 미안.	现在真没空，抱歉。	現在沒空，抱歉。
hub1_fisherman_quest_1_10	Эх, ладно. Выгуляю свои старые кости.	Ach, na gut. Dann muss ich meine alten Knochen wohl selbst ausführen.	Ugh, fine. I'll walk my old bones myself	Uf, bueno. Sacaré a pasear mis viejos huesos.	Pff, d'accord. Je vais dégourdir mes vieilles jambes	Ah, va bene. Porterò a spasso le mie vecchie ossa.	ええい、仕方ない。この老いぼれが自分で歩くか。	에이, 그래. 내가 이 늙은 뼈를 끌고 다녀야겠네.	唉，好吧。我这把老骨头自己溜达去。	唉，好吧。我這把老骨頭就活動一下吧。
hub1_teahouse_1_1	Ну и кто это у нас?	Na, wen haben wir denn da?	Well, who do we have here?	¿Y quién tenemos aquí?	Mais qui avons-nous là ?	E chi abbiamo qui?	さて、こちらはどなたですか？	이게 누구야?	哟，这是哪位贵客呀？	這是誰啊？
hub1_teahouse_1_2	О-о-о… какой милый лисёнок.	O-o-oh… was für ein süßes Füchslein.	Ooooh… what a cute little fox.	O-o-oh… qué zorrito tan mono.	Oh-oh-oh… quel mignon petit renard.	O-o-oh… che volpacchiotto carino.	おーおーお…なんて可愛い子狐なの。	오-오-오… 귀여운 여우 새끼네.	哦——哦——哦……好可爱的小狐狸。	喔喔喔……多麼可愛的小狐狸啊。
hub1_teahouse_1_3	И симпатичный наг…	Und ein hübscher Naga…	And a handsome Naga…	Y un naga guapo…	Et un Naga plutôt charmant…	E un Naga simpatico…	それに綺麗なナーガ…	나가도 잘생겼고…	还有条漂亮的蛇……	還有可愛的那伽……
hub1_teahouse_1_4	Даже не начинайте.	Fangt gar nicht erst an.	Don't even start.	Ni se os ocurra.	Ne commencez même pas.	Non cominciate nemmeno.	ふざけるな。	시작도 하지 마.	别打这主意。	別開始了。
hub1_teahouse_1_5	А зачем тогда пришли?	Warum seid ihr dann hier?	Then why'd ya come here?	¿Y para qué habéis venido, entonces?	Alors pourquoi êtes-vous venu ?	Allora perché siete venuti?	じゃあ何しに来たの？	그럼 왜 왔어?	那你们来干嘛？	那你來這裡做什麼？
hub1_teahouse_1_6	Чайный домик — не приют для бездомных.	Ein Teehaus ist kein Obdachlosenheim.	A tea house ain't no shelter for the homeless.	La casa de té no es un albergue para vagabundos.	La Maison de Thé n’est pas un refuge pour les sans-abri.	La casa da tè non è un rifugio per i senzatetto.	茶屋は浮浪者の避難所じゃないわよ。	찻집은 노숙자 쉼터가 아니야.	茶屋可不是流浪汉收容所。	茶館可不是收容所。
hub1_teahouse_1_7	Мне нужен сопровождающий в город.	Ich brauche eine Begleitung in die Stadt.	I need an escort into the city.	Necesito un guía para la ciudad.	J’ai besoin d’un guide pour la ville.	Ho bisogno di una scorta per la città.	街まで案内してくれる奴が必要だ。	도시까지 안내해 줄 사람이 필요해.	我需要个进城向导。	我需要一個嚮導進城。
hub1_teahouse_1_8	ТЕБЕ?!	DU?!	YOU?!	¿¡TÚ!?	TOI ?!	TU?!	あんたが⁈	너?!	你？！	你？！
hub1_teahouse_1_9	Сопровождающий для дзинко?!	Eine Begleitung für einen Jinko?!	An escort for a Jinko?!	¿¡Un guía para un jinko!?	Un guide pour un Jinko ?!	Una scorta per un Jinko?!	忍狐の案内役⁈	진코를 위한 안내인?!	给忍狐找向导？！	忍狐的嚮導？！
hub1_teahouse_1_10	Мальчик, половина Империи захочет сдать за награду раньше…	Junge, die halbe Imperium wird dich für eine Belohnung ausliefern, bevor…	Boy, half the Empire'll wanna turn you in for a reward before…	Chico, la mitad del Imperio querrá entregarte por la recompensa antes…	Mon garçon, la moitié de l’Empire voudra te livrer pour la récompense avant…	Ragazzo, metà dell'Impero vorrà consegnarti per la ricompensa prima…	坊や、帝国の半分は褒賞目当てにすぐにお前を売り飛ばすぞ…	얘야, 제국 사람 절반이 먼저 현상금을 받으려고 너를 팔아넘기려 할 거야…	孩子，帝国一半人会在你走到下个街口前……	孩子，帝國有一半的人會想在你到達隔壁街道之前……
hub1_teahouse_1_11	Чем ты дойдёшь до соседней улицы.	Du die nächste Straße erreichst.	You even make it to the next street.	De que llegues a la calle de al lado.	Que tu n’atteignes la rue d’à côté.	Che tu arrivi alla strada successiva.	隣の通りまで辿り着く前にね。	다음 거리까지 어떻게 가겠니.	就想着拿你去领赏。	把你交出去領賞。
hub1_teahouse_1_12	Да понял я уже, хватит ржать.	Ich hab's kapiert, hör auf zu lachen.	Yeah, I get it, stop laughin'.	Ya lo he pillado, dejad de reíros.	J'ai compris, arrête de te marrer.	Ho capito, smettila di ridere.	わかったわかった、笑うのはもういいぜ。	알았다고, 그만 웃어.	我他妈早懂了，别笑了。	我懂了，別再笑了。
hub1_teahouse_1_13	А куда тебе вообще надо?	Wohin willst du überhaupt?	Where do you even need to go?	¿Y adónde tienes que ir, de todas formas?	Mais où tu dois aller, au juste ?	E tu dove devi andare?	てめえ、そもそもどこに行くつもりだ？	넌 대체 어딜 가려는 거야?	你到底要去哪儿？	你到底要去哪裡？
hub1_teahouse_1_14	Вообще… нам нужна информация о дзинко. Документы, отчеты…	Nun ja… wir brauchen Informationen über Jinko. Dokumente, Berichte…	Well… we need information about Jinko. Documents, reports…	Bueno… necesitamos información sobre los jinko. Documentos, informes…	En fait… nous cherchons des informations sur les Jinko. Des documents, des rapports…	Beh... ci servono informazioni sui Jinko. Documenti, rapporti…	実は…忍狐についての情報が必要なんです。書類や報告書…	사실… 저희는 진코에 대한 정보가 필요해요. 문서, 보고서 같은…	其实……我们需要关于忍狐的信息。文件，报告……	其實……我們需要忍狐的資訊。文件、報告……
hub1_teahouse_1_15	Может подскажите, где ее можно найти?	Könnten Sie uns vielleicht sagen, wo wir sie finden können?	Perhaps you could tell us where to find it?	¿Podría decirnos dónde encontrarla?	Pourriez-vous nous dire où les trouver ?	Potrebbe dirci dove trovarle?	どこで見つけられるか、ご存じですか？	어디서 찾을 수 있을지 알려주실 수 있나요?	能告诉我们在哪里能找到吗？	您能告訴我們在哪裡可以找到嗎？
hub1_teahouse_1_16	Вам нужно в Архивы.	Sie müssen in die Archive.	You need to go to the Archives.	Tenéis que ir a los Archivos.	Vous devez aller aux Archives.	Dovete andare agli Archivi.	帝国書庫へ行く必要がありますわ。	제국 기록 보관소에 가보셔야겠네요.	你们得去档案馆。	您需要去檔案館。
hub1_teahouse_1_17	Там хранятся все старые документы Империи.	Dort werden alle alten Dokumente des Imperiums aufbewahrt.	All the Empire's old documents are stored there.	Allí se guardan todos los documentos antiguos del Imperio.	Tous les anciens documents de l'Empire y sont conservés.	Lì sono conservati tutti i vecchi documenti dell'Impero.	あそこには帝国の古い書類が全て保管されております。	거기엔 제국의 모든 오래된 문서가 보관되어 있어요.	那里存放着帝国所有的旧文件。	帝國所有舊文件都儲存在那裡。
